RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3380,15594305,Rizzo,712,France,Female,32,1,0,2,1,0,1703.58,0
3381,15780411,Norris,570,France,Female,46,3,0,2,0,0,820.46,0
3382,15808930,Mai,531,France,Female,37,1,0,1,1,0,4606.97,0
3383,15619436,Pan,700,France,Female,32,3,0,1,0,0,95740.37,0
3384,15583067,McMillan,687,France,Female,36,4,97157.96,1,0,1,63185.05,0
3385,15668943,Henderson,746,France,Male,37,2,0,2,1,0,143194.05,0
3386,15620505,Celis,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0
3387,15767821,Bearce,528,France,Male,31,6,102016.72,2,0,0,80181.12,0
3388,15721935,Kincaid,521,France,Male,25,7,0,2,1,1,157878.67,0
3389,15727421,Anayolisa,586,France,Female,38,6,0,2,1,1,37935.83,0
3390,15798824,Kennedy,671,Spain,Male,38,0,92674.94,2,1,0,3647.57,0
3391,15775318,Lu,590,Spain,Female,51,3,154962.99,3,0,1,191932.27,1
3392,15732265,Obialo,630,France,Male,33,9,0,2,1,0,64804.59,0
3393,15566494,Fang,487,France,Male,45,2,0,2,1,0,77475.73,0
3394,15685096,Trevisani,753,France,Female,50,4,0,2,1,1,861.4,0
3395,15651585,Power,661,Germany,Male,35,2,117212.18,1,1,1,83052.03,0
3396,15596013,Akhtar,694,Germany,Female,58,1,143212.22,1,0,0,102628.56,1
3397,15661903,Hsia,699,France,Female,43,3,80764.03,1,1,0,199378.58,1
3398,15767474,Lorenzo,481,France,Female,57,9,0,3,1,1,169719.35,1
3399,15594515,Cheng,568,France,Female,44,7,0,2,0,0,62370.67,1
3400,15628155,Dike,410,France,Female,35,7,117183.74,1,1,1,109733.73,0
3401,15607395,Holt,679,France,Female,33,9,112528.65,2,1,0,177362.45,0
3402,15641158,Belcher,739,Germany,Male,32,3,102128.27,1,1,0,63981.37,1
3403,15662263,Castillo,749,Germany,Male,22,4,94762.16,2,1,1,42241.54,0
3404,15792232,Moss,595,Spain,Female,43,5,0,2,0,0,105149.8,0
3405,15602735,Kuo,692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1
3406,15748473,Curnow,801,France,Male,38,5,0,2,1,0,66256.27,0
3407,15681562,Trevisan,516,France,Female,43,2,112773.73,2,1,1,139366.58,0
3408,15583725,Mairinger,682,France,Male,48,1,138778.15,1,0,1,168840.23,0
3409,15771749,Duncan,653,Germany,Female,38,5,114268.22,2,1,1,89524.83,0
3410,15589754,Malloy,652,Germany,Male,45,2,151421.44,1,0,1,115333.43,0
3411,15597591,Lung,456,France,Male,29,5,107000.49,1,1,1,153419.62,0
3412,15677610,Chambers,511,Germany,Female,41,8,153895.65,1,1,1,39087.42,0
3413,15569452,Butler,652,Germany,Female,58,3,116353.2,2,0,1,193502.9,0
3414,15750811,Woodward,766,Germany,Male,44,3,116822.7,1,0,0,197643.24,0
3415,15796336,Chang,786,Spain,Female,34,9,0,2,1,0,117034.32,0
3416,15768359,Akhtar,534,France,Male,36,4,120037.96,1,1,0,36275.94,0
3417,15715707,Light,657,France,Male,32,3,118829.03,2,1,1,73127.61,0
3418,15600280,Tao,703,France,Female,32,6,0,2,0,0,33606.52,0
3419,15634891,Jamison,504,Germany,Female,43,7,102365.49,1,1,0,194690.77,1
3420,15813163,Ch'iu,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0
3421,15751392,Fanucci,689,Spain,Female,57,4,0,2,1,0,136649.8,1
3422,15652400,Moss,667,Spain,Male,56,2,168883.08,1,0,1,18897.78,0
3423,15787848,Chinedum,602,Spain,Male,30,9,113672.18,2,0,0,102135.92,0
3424,15807335,Spencer,676,Spain,Female,64,4,116954.32,1,1,1,91149.48,0
3425,15600882,Scott,635,Spain,Female,35,7,0,2,1,1,65951.65,0
3426,15767064,Davide,614,Spain,Female,36,1,44054.84,1,1,1,73329.08,0
3427,15687634,Glover,561,Germany,Male,49,5,94754,1,1,1,26691.31,0
3428,15670914,Robe,754,France,Male,38,2,0,2,1,0,180698.32,0
3429,15636407,Beatham,793,Germany,Female,34,5,127758.09,1,1,0,143357.03,0
3430,15794875,Hung,691,Spain,Male,35,6,0,2,0,1,178038.17,0
3431,15708196,Uchenna,696,Spain,Male,60,8,88786.81,1,1,1,196858.4,0
3432,15646615,Muir,576,Germany,Male,28,1,119336.29,2,0,1,58976.85,0
3433,15799357,Armfield,727,France,Male,35,5,136364.46,1,0,0,142754.71,0
3434,15798256,Takasuka,558,France,Female,45,1,153697.53,2,0,0,89891.4,1
3435,15672826,Chen,666,France,Female,32,10,112536.57,2,1,1,34350.54,0
3436,15631159,H?,705,Germany,Male,41,4,72252.64,2,1,1,142514.66,0
3437,15807989,Wall,681,Germany,Male,37,8,73179.34,2,1,1,25292.53,0
3438,15720706,Hsing,529,Spain,Female,39,2,82766.43,1,1,1,122925.44,0
3439,15671172,Swain,623,France,Male,23,1,106012.2,2,0,1,191415.94,0
3440,15627190,Lettiere,661,France,Male,51,6,146606.6,1,1,1,68021.9,0
3441,15799966,Chigolum,792,Germany,Female,59,9,101609.77,1,0,0,161479.19,1
3442,15704844,Hsiung,550,Spain,Male,62,7,80927.56,1,0,1,64490.67,0
3443,15708046,Knowles,744,Spain,Male,31,0,117551.23,1,1,0,158958.9,0
3444,15601659,Fiorentino,496,Germany,Female,59,7,91680.1,2,1,0,163141.18,1
3445,15669782,Chu,820,Germany,Male,39,9,111336.89,1,1,0,16770.31,1
3446,15711618,Chang,704,Germany,Female,39,1,124640.51,1,1,0,116511.12,1
3447,15809124,T'ien,750,France,Male,38,5,151532.4,1,1,1,46555.15,0
3448,15592583,Colman,731,France,Female,47,1,115414.19,3,0,0,191734.67,1
3449,15581548,Kaodilinakachukwu,637,Spain,Female,22,5,98800,1,1,0,122865.55,0
3450,15677310,Christie,761,Germany,Male,62,5,98854.34,1,0,0,86920.97,1
3451,15566708,Chidalu,444,France,Female,45,4,0,2,1,0,161653.5,1
3452,15666633,Huang,758,Spain,Male,56,1,0,2,1,1,10643.38,0
3453,15679810,Chapman,690,France,Male,39,6,0,2,1,0,160532.88,0
3454,15591344,Donnelly,715,Spain,Male,42,6,0,2,1,1,128745.69,0
3455,15567778,Genovese,690,Germany,Female,54,1,144027.8,1,1,1,108731.02,1
3456,15651737,Salmond,623,Spain,Male,44,1,83325.77,1,0,1,80828.78,0
3457,15679453,Hung,614,Germany,Female,39,8,125997.22,1,1,1,128049.34,1
3458,15603925,Greco,779,Spain,Female,26,4,174318.13,2,0,1,38296.21,0
3459,15636428,Sutherland,703,Spain,Female,45,1,0,1,1,0,182784.11,1
3460,15719991,Korovina,727,Spain,Female,52,1,154733.97,1,1,0,80259.67,1
3461,15754713,Rivera,685,Spain,Male,31,10,135213.71,1,1,1,125777.28,0
3462,15606849,Blackall,698,France,Female,27,1,94920.71,1,1,1,40339.9,0
3463,15749688,Lu,541,France,Male,32,8,0,2,0,0,40889.14,0
3464,15745452,Sun,651,Germany,Male,41,1,90218.11,1,1,0,174337.68,0
3465,15753895,Blue,590,Spain,Male,37,1,0,2,0,0,133535.99,0
3466,15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1
3467,15613772,Dalrymple,542,France,Male,39,3,135096.77,1,1,1,14353.43,1
3468,15585287,Sal,842,Germany,Female,35,9,119948.09,1,1,0,48217.97,1
3469,15714227,Kelly,672,France,Female,53,7,0,1,1,1,136910.18,0
3470,15809265,Kao,547,France,Female,35,4,0,1,1,1,133287.73,0
3471,15663826,Brim,532,Spain,Female,66,3,0,1,1,1,115227.02,0
3472,15680303,Gibson,594,France,Male,57,6,0,1,1,0,19376.56,1
3473,15718106,Kelley,625,France,Male,34,6,0,2,0,0,197283.2,0
3474,15793346,Ofodile,602,France,Female,72,3,0,2,1,1,171260.66,0
3475,15744273,Waterhouse,637,Germany,Male,30,6,122641.56,2,1,0,65618.01,0
3476,15581505,Bales,641,France,Male,35,5,0,2,1,0,93148.93,0
3477,15672246,Jefferies,686,Germany,Male,43,2,134896.03,1,1,1,97847.05,0
3478,15648681,Voronoff,747,France,Female,47,5,139914.6,4,0,1,129964.56,1
3479,15680772,Hu,721,Spain,Female,36,2,0,2,1,1,106977.8,0
3480,15746451,Barry,686,Spain,Male,41,7,102749.72,1,0,1,194913.86,0
3481,15771857,Philipp,513,Spain,Male,39,7,89039.9,2,1,1,146738.83,0
3482,15566843,Gotch,535,Germany,Male,20,9,134874.4,1,1,1,118825.56,0
3483,15732778,Templeman,468,Germany,Male,29,1,111681.98,2,1,1,195711.16,0
3484,15705639,Onyemauchechukwu,692,France,Female,28,8,95059.02,2,1,0,44420.18,0
3485,15712287,Pokrovskii,652,France,Female,80,4,0,2,1,1,188603.07,0
3486,15678034,Grosse,811,France,Male,46,9,180226.24,1,1,0,13464.64,1
3487,15793455,Tien,627,Spain,Female,55,6,0,1,0,0,91943.94,1
3488,15789560,Clark,668,France,Male,42,8,187534.79,1,1,1,32900.41,1
3489,15771856,Cremin,632,Spain,Female,32,1,0,2,1,0,19525.65,0
3490,15593555,Chinedum,430,France,Male,38,9,0,2,1,1,12050.77,0
3491,15690678,Brooks,530,France,Female,33,4,129307.32,1,1,1,172930.28,0
3492,15649292,Bellucci,748,France,Female,49,7,29602.08,1,0,0,163550.58,1
3493,15751297,Wilson,732,France,Male,36,5,0,2,1,0,161428.25,0
3494,15799932,Iweobiegbunam,812,France,Male,24,10,0,2,1,1,156906.15,0
3495,15664214,Hearn,670,France,Male,33,2,141204.65,2,1,0,76257.46,0
3496,15789425,Marsden,694,Germany,Female,37,8,98218.04,2,1,0,182354.46,1
3497,15803479,Winter-Irving,708,France,Female,67,1,0,2,0,1,3837.08,0
3498,15756535,Chibugo,733,Germany,Male,39,5,91538.51,1,1,1,93783,0
3499,15607330,Vasilyev,713,Spain,Male,42,0,109121.71,1,0,1,167873.49,0
3500,15687765,Chukwujamuike,538,Germany,Female,42,4,80380.24,1,1,0,119216.46,0
3501,15800805,Maher,451,France,Female,31,7,140931.82,1,0,1,20388.77,0
3502,15604158,Smith,554,France,Female,39,10,0,2,1,1,18391.93,0
3503,15676576,Stephenson,646,France,Female,43,8,143061.88,1,1,0,61937.6,0
3504,15622033,Rapuluchukwu,847,Germany,Female,41,3,101543.51,4,1,0,16025.17,1
3505,15697879,Webb,701,France,Male,30,3,156660.72,2,1,0,45742.42,0
3506,15679029,Kung,718,France,Male,33,7,102874.28,1,0,0,117841.06,0
3507,15589221,Kennedy,657,Germany,Male,30,1,139762.13,2,1,1,23317.88,0
3508,15600575,Padovano,802,Spain,Male,41,6,0,2,1,0,47322.05,0
3509,15679818,Yuan,636,Germany,Male,67,7,136709.35,1,0,1,66753.1,1
3510,15805764,Hallahan,646,France,Male,18,10,0,2,0,1,52795.15,0
3511,15764170,Pinto,647,Germany,Male,44,4,93960.35,1,1,0,36579.53,1
3512,15707362,Yin,514,Germany,Male,43,1,95556.31,1,0,1,199273.98,1
3513,15664083,Ulyanova,666,Germany,Female,37,2,158468.76,1,0,1,93266.01,0
3514,15730735,Henning,713,France,Male,38,9,72286.84,2,1,1,26136.89,0
3515,15591386,Golubova,622,France,Female,35,5,0,2,1,0,51112.8,0
3516,15754940,Descoteaux,597,Spain,Male,43,2,85162.26,1,0,1,5104.08,1
3517,15605916,Uvarova,659,France,Female,50,3,0,1,1,0,183399.12,1
3518,15697201,Yocum,640,Spain,Female,46,3,0,1,1,1,156260.08,0
3519,15676869,T'ien,657,Spain,Male,36,8,0,2,0,1,123866.43,0
3520,15608387,Fu,786,France,Female,29,4,0,2,1,0,103372.79,0
3521,15683993,Knight,493,France,Female,37,8,142987.46,2,1,0,158840.99,0
3522,15581198,Jenkins,668,Germany,Female,39,0,122104.79,1,1,0,112946.67,1
3523,15642160,Milanesi,850,France,Male,38,5,0,2,1,0,16491.64,0
3524,15805884,Archer,637,France,Female,41,9,0,2,1,0,145477.36,0
3525,15797736,Smith,658,France,Male,29,4,80262.6,1,1,1,20612.82,0
3526,15757577,Odili,676,France,Female,61,8,0,2,1,1,118522.73,0
3527,15689096,Beneventi,590,France,Male,47,0,117879.32,1,1,1,8214.46,0
3528,15606841,Ibbott,823,France,Male,38,1,0,2,1,0,156603.7,0
3529,15770474,Myers,685,France,Female,33,1,0,3,0,1,70221.13,1
3530,15654457,Cross,685,Spain,Female,30,2,0,3,1,1,172576.43,1
3531,15594917,Miller,676,France,Female,34,1,63095.01,1,1,1,40645.81,0
3532,15648725,Sinclair,660,France,Male,41,3,0,2,1,1,108665.89,0
3533,15770225,Padovesi,493,France,Male,36,9,0,2,1,1,65816.53,0
3534,15605276,Brothers,742,France,Female,29,4,0,2,1,1,180066.59,0
3535,15588859,Rowley,496,Spain,Female,44,0,179356.28,2,1,0,2919.21,1
3536,15584505,Hill,580,France,Female,23,5,113923.81,2,0,0,196241.43,0
3537,15724838,Moretti,599,France,Female,43,4,0,1,1,0,170347.1,0
3538,15806837,Nnaife,669,France,Male,37,4,0,1,1,0,132540.33,0
3539,15634310,Ko,509,France,Male,30,6,0,2,1,0,180598.86,0
3540,15699257,Kerr,651,Spain,Male,42,2,143145.87,2,1,0,43612.06,0
3541,15609083,Tretiakova,544,France,Female,26,6,0,1,1,0,100200.4,1
3542,15598614,Lucchesi,790,Spain,Male,20,8,0,2,1,0,168152.76,0
3543,15813327,Romani,710,France,Male,21,4,109130.96,2,1,1,56191.99,0
3544,15794868,Nnonso,599,Germany,Male,40,10,137456.28,2,1,1,14113.11,0
3545,15804017,Chigolum,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0
3546,15742116,Torres,671,Germany,Female,48,9,116711.06,2,0,0,76373.38,0
3547,15587174,Kerr,726,France,Male,29,7,0,2,1,1,91844.14,1
3548,15777033,Chizoba,524,France,Male,29,7,0,2,1,1,105448.74,0
3549,15702499,Schnaars,770,Spain,Male,46,9,190678.02,1,1,1,14725.36,0
3550,15691817,Iloerika,547,Spain,Female,44,5,0,3,0,0,5459.07,1
3551,15755416,Hart,557,France,Female,27,3,87739.08,1,1,1,123096.56,0
3552,15615176,Welsh,732,France,Male,26,7,0,2,1,0,154364.66,0
3553,15700325,Onyeoruru,644,France,Female,24,8,92760.55,1,1,0,35896.75,0
3554,15588406,Chiemenam,574,Spain,Female,37,7,0,2,1,0,32262.28,0
3555,15758252,Toscano,561,Germany,Female,45,2,168085.38,2,0,1,115719.08,0
3556,15696859,Oldham,474,France,Male,45,10,0,2,0,0,172175.9,0
3557,15703177,Bell,654,France,Female,35,2,90865.8,1,1,1,86764.46,0
3558,15683168,Frederickson,572,France,Female,30,6,0,1,0,1,175025.27,0
3559,15568006,Ukaegbunam,634,France,Female,45,2,0,4,1,0,101039.53,1
3560,15733234,Moretti,777,France,Female,58,4,0,1,1,1,62449.07,1
3561,15764294,Ifeatu,759,Germany,Male,31,4,98899.91,1,1,1,47832.82,0
3562,15622658,Lai,551,France,Female,26,2,144258.52,1,1,0,49778.79,0
3563,15636700,Marsh,701,France,Male,39,9,140236.98,1,0,1,146651.99,0
3564,15616168,Ojiofor,610,France,Female,35,7,81905.95,1,1,1,61623.19,0
3565,15641170,Liang,640,Spain,Male,36,4,0,1,0,0,173016.46,0
3566,15800068,Cooper,801,Spain,Female,46,6,0,2,1,1,170008.74,0
3567,15686964,Spence,675,France,Female,34,10,84944.58,1,0,0,146230.63,0
3568,15699389,Ch'ien,807,France,Male,42,7,118274.71,1,1,1,25885.72,0
3569,15696900,Burns,505,Germany,Male,29,3,145541.56,2,1,1,58019.95,0
3570,15744240,Shen,688,Germany,Female,46,0,74458.25,1,0,1,6866.31,0
3571,15709639,Wilson,717,France,Female,22,5,112465.06,1,1,1,92977.75,0
3572,15604782,Tan,733,Germany,Female,33,7,187257.94,1,0,1,190430.81,0
3573,15769818,Moore,850,France,Female,37,3,212778.2,1,0,1,69372.88,0
3574,15645544,Nekrasov,642,Germany,Female,30,5,129753.69,1,1,0,582.53,0
3575,15732293,Chia,759,Spain,Male,31,8,0,2,1,1,99086.74,0
3576,15690695,Flynn,683,France,Female,33,9,0,2,1,1,38784.42,0
3577,15787161,Pisani,591,Germany,Male,46,4,129269.27,1,1,0,163504.33,0
3578,15796957,Iadanza,597,Spain,Male,35,9,0,3,0,1,73181.39,1
3579,15752846,Pinto,699,France,Male,28,7,0,2,1,1,22684.78,0
3580,15781530,Hsieh,690,France,Male,21,8,0,2,1,1,155782.89,0
3581,15637118,Burns,684,France,Male,33,4,140700.61,1,1,0,103557.93,0
3582,15612465,Siciliano,684,Spain,Male,34,9,100628,2,1,1,190263.78,0
3583,15739123,Mellor,737,Germany,Male,50,4,127552.85,2,1,0,4225.11,0
3584,15776827,Langdon,770,Germany,Male,37,5,141547.26,2,0,1,180326.83,0
3585,15766047,Sukhorukova,748,France,Female,41,2,91621.69,1,1,1,71139.31,0
3586,15587233,Donoghue,457,France,Male,41,8,73700.12,3,1,1,185750.02,1
3587,15572022,Han,605,France,Female,36,6,0,1,0,1,690.84,0
3588,15652218,Morrison,750,France,Male,33,2,152302.72,1,1,0,71333.44,0
3589,15616365,Obiuto,571,France,Female,53,2,0,2,1,0,28045.77,0
3590,15771674,Ma,603,Spain,Female,39,5,162390.52,2,1,0,54702.66,0
3591,15625713,Lindeman,679,Spain,Female,39,7,91187.9,1,0,1,6075.36,0
3592,15631063,Trentino,710,France,Female,33,2,0,2,1,0,72945.32,0
3593,15769499,Lampungmeiua,545,Spain,Female,74,3,0,2,1,1,161326.73,0
3594,15684696,Lei,560,Spain,Female,26,3,116576.45,1,1,0,157567.37,0
3595,15762392,Ilyina,683,Spain,Male,30,1,113257.2,1,1,1,65035.02,0
3596,15770309,McDonald,656,France,Male,18,10,151762.74,1,0,1,127014.32,0
3597,15653849,Lu,572,Germany,Female,48,3,152827.99,1,1,0,38411.79,1
3598,15624423,Liu,850,France,Male,28,8,99986.98,1,1,0,196582.55,0
3599,15660271,Duncan,688,Germany,Male,26,8,146133.39,1,1,1,175296.76,0
3600,15651554,Anenechukwu,618,Germany,Female,54,4,118449.21,1,1,1,133573.29,1
3601,15606310,Birk,823,France,Male,71,5,149105.08,1,0,1,162683.06,0
3602,15761506,Russell,615,Spain,Male,19,5,0,2,1,0,159920.92,0
3603,15802741,Mitchel,625,France,Female,51,7,136294.97,1,1,0,38867.46,1
3604,15620372,Cross,687,Spain,Male,31,3,0,2,0,0,48228.1,0
3605,15633870,Ozioma,850,France,Female,36,10,0,2,1,1,100750.03,0
3606,15766649,Vincent,670,France,Male,38,10,89416.99,1,0,0,144275.39,0
3607,15576219,Cameron,615,France,Male,32,4,0,2,1,1,6225.63,0
3608,15777901,Lindell,640,Germany,Female,43,9,94752.49,1,1,0,184006.36,1
3609,15580043,Murray,575,Spain,Female,22,8,105229.34,1,1,1,34397.08,0
3610,15667934,Moretti,512,France,Male,36,0,129804.17,1,1,0,53020.9,0
3611,15797389,Hsia,604,Spain,Male,23,9,124577.33,1,1,1,7267.25,0
3612,15606554,Douglas,797,France,Male,29,1,0,1,0,1,149991.32,0
3613,15810485,Sun,486,Germany,Male,37,1,101438,1,0,0,51364.56,0
3614,15623521,Sozonov,838,Spain,Male,43,9,123105.88,2,1,0,145765.83,0
3615,15785358,Gresswell,586,Germany,Male,46,8,106968.96,1,1,1,79366.98,1
3616,15780628,Wu,633,France,Female,30,6,0,2,0,0,41642.29,0
3617,15809309,Longo,689,Spain,Female,40,5,154251.67,1,0,1,118319.5,0
3618,15752137,McElroy,648,France,Male,33,7,134944,1,1,1,117036.38,0
3619,15733429,Chou,520,Germany,Male,34,8,120018.86,2,1,1,343.38,0
3620,15577170,Manfrin,532,France,Male,60,5,76705.87,2,0,1,13889.73,0
3621,15782475,Edith,700,France,Female,42,8,0,2,1,1,105305.72,0
3622,15753213,Lees,604,France,Female,34,7,0,2,1,0,193021.49,0
3623,15605684,Phelan,664,France,Female,31,7,104158.84,1,1,0,134169.85,0
3624,15665834,Cheatham,696,Spain,Male,28,8,0,1,0,0,176713.47,0
3625,15769959,Ajuluchukwu,597,France,Female,53,4,88381.21,1,1,0,69384.71,1
3626,15632263,Pagnotto,574,Spain,Male,30,5,120355,1,1,0,137793.35,0
3627,15667458,L?,764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0
3628,15711352,Endrizzi,841,France,Female,31,3,162701.65,2,1,1,126794.56,0
3629,15747795,Pai,593,Germany,Female,38,4,129499.42,1,1,1,154071.27,0
3630,15720929,Kazantseva,604,France,Female,47,8,62094.71,3,0,0,9308.1,1
3631,15756743,Howells,625,France,Female,37,7,115895.42,1,1,0,48486.25,0
3632,15656141,Ts'ao,741,France,Male,39,5,0,1,0,1,40207.06,0
3633,15712483,Chidi,608,Spain,Female,28,4,0,2,1,0,10899.63,1
3634,15753888,Johnston,607,Spain,Female,62,8,108004.64,1,1,1,23386.77,1
3635,15578671,Webb,706,Spain,Female,29,1,209490.21,1,1,1,133267.69,1
3636,15746515,Greece,750,France,Male,36,7,136492.92,3,1,1,26500.29,1
3637,15672115,Lettiere,679,France,Male,60,6,0,2,1,1,77331.77,0
3638,15796313,Olsen,662,France,Female,36,4,166909.2,2,1,0,138871.12,1
3639,15598493,Beach,656,France,Male,50,7,0,2,0,1,72143.44,0
3640,15784687,Simmons,592,France,Male,36,1,126477.42,1,0,0,179718.17,0
3641,15626156,Galloway,655,France,Female,60,3,0,2,1,1,86981.45,0
3642,15579074,Obiajulu,619,Germany,Male,38,10,84651.79,1,1,1,184754.26,0
3643,15792862,Blinova,653,Germany,Male,41,1,104584.11,1,1,0,15126.32,1
3644,15700693,Tu,693,France,Male,68,2,0,2,1,1,59864.96,0
3645,15763874,Ho,635,Spain,Male,46,8,0,2,1,1,60739.16,0
3646,15637414,Gell,618,France,Female,24,7,128736.39,1,0,1,37147.61,0
3647,15795747,Sheppard,787,Spain,Female,39,7,171646.76,1,0,1,100791.36,0
3648,15566531,Iloerika,724,Germany,Male,33,4,88046.88,1,0,1,186942.49,1
3649,15581102,Baresi,554,France,Female,22,8,0,2,0,1,142670.61,0
3650,15723989,Carroll,646,France,Male,40,5,93680.43,2,1,1,179473.26,0
3651,15679991,Kennedy,524,France,Female,28,7,0,2,0,1,147100.72,0
3652,15642833,Akubundu,608,France,Female,30,8,0,2,1,0,128875.86,0
3653,15689425,Olejuru,687,Spain,Male,35,8,100988.39,2,1,0,22247.27,0
3654,15674328,Moreno,670,France,Female,40,3,47364.45,1,1,1,148579.43,1
3655,15681206,Hsing,722,France,Female,49,3,168197.66,1,1,0,140765.57,1
3656,15657439,Chao,738,France,Male,18,4,0,2,1,1,47799.15,0
3657,15785865,Mazzanti,711,France,Male,58,9,91285.13,2,1,1,26767.85,0
3658,15592999,Reid,691,France,Female,40,0,115465.98,1,1,1,60622.61,0
3659,15696989,Chukwueloka,469,Germany,Female,52,8,139493.25,3,0,0,150093.32,1
3660,15670889,Nwachukwu,528,France,Male,34,1,125566.9,1,1,1,176763.27,0
3661,15686983,Rohu,678,Germany,Female,25,10,76968.12,2,0,1,131501.72,0
3662,15612064,Tsou,474,France,Male,33,5,0,2,1,0,181945.52,1
3663,15585255,Moore,577,France,Male,42,9,0,1,1,0,74077.91,0
3664,15743828,Stevens,691,France,Male,41,2,0,1,1,1,56850.92,1
3665,15694530,Porter,672,France,Male,28,4,167268.98,1,1,1,169469.3,0
3666,15682356,Veltri,655,France,Female,37,7,111852.84,2,1,0,10511.13,0
3667,15603203,Avdeyeva,650,France,Female,27,6,0,2,1,0,1002.39,0
3668,15750264,Pinto,757,Germany,Male,30,6,105128.85,2,1,1,62972.13,0
3669,15744368,Sun,633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0
3670,15679983,Garmon,565,France,Male,34,7,0,1,0,0,74593.84,0
3671,15620398,Mitchell,635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0
3672,15630920,Du Cane,724,France,Male,34,2,154485.74,2,0,0,78560.64,0
3673,15568834,Howells,698,Spain,Male,27,6,125427.37,2,0,0,27654.44,0
3674,15568885,Scott,620,Germany,Female,34,8,102251.57,1,1,0,120672.09,0
3675,15581700,Paterson,615,Germany,Male,43,3,86920.86,1,1,1,150048.37,0
3676,15765283,Wenz,624,Germany,Female,40,3,149961.99,2,1,0,104610.86,0
3677,15688619,Scott,718,Spain,Male,45,3,105266.32,2,1,1,193724.51,0
3678,15711825,Ts'ai,655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0
3679,15799710,Wei,739,France,Male,37,7,104960.46,1,0,1,80883.82,0
3680,15749679,Beck,699,France,Male,39,2,109724.38,1,1,1,180022.39,0
3681,15698572,Schaffer,636,Spain,Female,36,1,0,1,1,0,43134.58,0
3682,15687270,Iroawuchi,491,Spain,Female,61,8,0,2,0,1,139861.53,0
3683,15722632,Dickson,716,Germany,Male,50,2,119655.77,1,1,1,12944.17,1
3684,15757473,Chukwujamuike,766,France,Female,27,7,158786.67,2,0,1,47579.25,0
3685,15807167,Konovalova,635,France,Male,42,1,146766.72,2,0,1,164357.1,0
3686,15805062,Lynton,667,Spain,Male,38,1,87202.38,1,1,1,77866.91,0
3687,15769902,Christie,679,France,Female,33,6,0,2,1,1,98015.85,0
3688,15753174,Thompson,571,Germany,Male,37,9,139592.98,3,1,0,104152.65,1
3689,15624347,Fokine,651,France,Male,40,4,0,2,1,1,147715.83,0
3690,15612358,Christie,573,Germany,Male,35,9,134498.54,2,1,1,119924.8,0
3691,15681671,Nkemjika,850,Germany,Male,28,2,101100.22,2,1,1,35337.31,0
3692,15656710,Cocci,613,France,Male,40,4,0,1,0,0,151325.24,0
3693,15748625,Napolitano,664,France,Male,57,6,0,2,1,1,15304.08,0
3694,15754874,Nwoye,700,France,Male,26,4,119009.57,1,1,0,141926.43,0
3695,15634551,Williamson,727,Germany,Male,46,3,115248.11,4,1,0,130752.01,1
3696,15619087,Taylor,762,France,Male,53,1,102520.37,1,1,1,170195.4,0
3697,15725036,Jideofor,709,France,Male,42,9,118546.71,1,0,1,77142.85,0
3698,15665766,T'ang,698,Germany,Male,39,9,133191.19,2,0,1,53289.49,0
3699,15756894,Onwuka,635,France,Male,29,1,0,1,0,1,24865.54,0
3700,15604588,Li Fonti,850,Spain,Female,38,3,0,2,0,1,179360.76,0
3701,15636388,Abrego,702,Germany,Female,23,7,98775.23,1,1,0,114603.96,0
3702,15576000,Chibueze,765,France,Male,40,6,138033.55,1,1,1,67972.45,0
3703,15779064,Chidiegwu,677,France,Male,27,2,0,2,1,1,20092.89,0
3704,15794266,Cross,559,France,Male,32,9,145303.52,1,1,0,103560.98,0
3705,15716984,Palermo,695,Spain,Female,56,4,0,2,1,0,84644.76,0
3706,15714689,Houghton,591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0
3707,15808760,Evseev,603,Spain,Female,42,6,0,1,1,1,90437.87,0
3708,15662063,McIver,746,France,Male,36,7,142400.77,1,1,1,193438.69,0
3709,15589793,Onwuamaeze,604,France,Male,53,8,144453.75,1,1,0,190998.96,1
3710,15692631,Bogdanova,577,Spain,Female,44,8,115557,1,0,1,127506.76,0
3711,15763898,Toscani,568,Spain,Female,46,3,0,2,1,1,29372.62,0
3712,15794048,Wan,667,Germany,Female,48,1,97133.92,2,0,0,113316.77,1
3713,15690231,K'ung,612,Spain,Female,62,0,167026.61,2,1,1,192892.05,0
3714,15586699,Thomson,825,France,Male,32,9,0,2,0,0,9751.03,0
3715,15752186,Padovano,562,France,Female,27,3,0,2,1,0,28137.03,0
3716,15759066,Carpenter,483,France,Female,44,5,136836.49,1,1,0,192359.9,1
3717,15567919,Lazarev,586,Germany,Male,37,8,167735.69,2,0,1,104665.79,0
3718,15670866,Chiu,693,France,Male,31,2,0,2,1,1,107759.31,0
